expression_id	physical_unique_source_occurrences	canonical_projected_occurrences	normalized_tex
expr-00103be7101dbb1d	1	1	g(x,y) = f_x(y)
expr-00364439c5956aa3	1	1	h(1) & = 2\cdot h(0) = 2,\\ h(2) & = 2\cdot h(1) = 2\cdot 2,\\ h(3) & = 2 \cdot h(2) = 2\cdot 2 \cdot 2,\\ & \vdots
expr-00ad65da3dd95c7b	1	1	\fn{sequenceBound}(x,k)
expr-00b249a8d9a46a59	1	1	g_3(x)
expr-00f405007f60a533	1	1	h(x) = 2^x
expr-038bc2816a9da1e4	1	1	h_0(\vec x, 0) & = f_0(\vec x) \\ h_1(\vec x, 0) & = f_1(\vec x) \\ h_0(\vec x, y+1) & = g_0(\vec x, y, h_0(\vec x, y), h_1(\vec x, y)) \\ h_1(\vec x, y+1) & = g_1(\vec x, y, h_0(\vec x, y), h_1(\vec x, y))
expr-0419464ce26ee408	2	2	\fn{element}(s,i)
expr-043a718774c572bd	214	211	s
expr-0525641564d7ee83	1	1	\fn{IsZero}(\left|x - y\right|)
expr-05ca6c059dde249a	1	1	\Char{\lnot P}(\vec x)
expr-05d2116af8b1c471	3	3	\Proj{3}{2}
expr-067cc339ff1fde60	1	1	h(x_0, \dots, x_{k-1}, y+1)
expr-06a4f0f2e779f114	1	1	\cfind{e_d}(e_d) \fundefined
expr-076252f478748bc5	1	1	p \le \fact{x}
expr-08622f37fb7d4a85	1	1	g(x, y, z) = \Succ(\Proj{3}{2}(x, y, z)).
expr-08c6aa8d5824f2de	25	25	\Succ
expr-0904146399813bd8	3	3	U(s)
expr-095b358cbc4ad8dd	3	3	f_i
expr-0a4af79d897c3431	1	1	\fn{max}(x,y) \defis x + (y \tsub x).
expr-0a566b1db5acde7f	13	13	g_0
expr-0b52c0cb12adb97f	6	6	R(\vec x, z)
expr-0b85d3b66169d1fe	1	1	\fn{IsZero}(x)
expr-0bab920452cd75b4	1	1	h(x_0, \dots, x_{k-1}, 0)
expr-0d33326592643dc4	2	2	n = 2
expr-0d8178df168b7b20	1	1	\le \fact{x}+1
expr-0e4763978622e187	7	7	f_1
expr-0f1b7c672fb64d9e	1	1	\fn{append}(\fn{append}(\dots \fn{append}(\emptyseq,s_0) \dots),s_k).
expr-10e6003fed243490	1	1	\bmin{z < y}{R(\vec{x}, z)},
expr-10fc318a34834bdf	1	1	s \concat t
expr-1255294d6e0899de	3	3	h(\vec x, 0)
expr-12622fa5b3240e76	2	2	\fn{concat}(s,t)
expr-12c24165ec0a21e2	1	1	m_R(\vec{x}, 0) & = 0\\ m_R(\vec{x}, y+1) & = \begin{cases} m_R(\vec{x}, y) & \text{if $m_R(\vec x, y) \neq y$}\\ y & \text{if $m_R(\vec x, y) = y$ and $R(\vec{x}, y)$}\\ y+1 & \text{otherwise.} \end{cases}
expr-12cb5b344dd4a38e	1	1	\Add(x,y)
expr-130a1d632ea45a2c	1	1	\left|x-y\right|
expr-143122bc4b4cc29e	2	2	y > 0
expr-1431b986377b5430	1	1	x = 2
expr-148de9c5a7a44d19	170	169	p
expr-151169f9933258d1	7	7	m = 1
expr-156f5402c1d0baa8	7	7	x+1
expr-158d6ecc1df30470	1	1	g_k(\vec x)
expr-15e892a32e1d61ee	1	1	g_n
expr-1634b4749c11037a	1	1	\fn{element}(s,i) = \begin{cases} 0 & \mbox{if $i \geq \len{s}$} \\ \bmin{a < s}{(p_i^{a+2} \nmid s)} & \text{otherwise.} \end{cases}
expr-17353f1e3ded0f24	3	3	f_x(y)
expr-1741a20fd8620fe3	2	2	f(x) \simeq g(x)
expr-175651834a5356f2	3	3	l_1
expr-17acf2e05eea73b7	1	1	\bexists{z < y}{R(\vec x, z)}
expr-17b16968e31c63ba	1	1	p(0) & = 2\\ p(x+1) & = \fn{nextPrime}(p(x))
expr-1841916b64ed0232	3	3	p(x)
expr-1893fffb4ea13da8	1	1	\Add(2,0) = 2
expr-18ac3e7343f01689	43	43	d
expr-19175254495df302	1	1	(s)_{k-1}
expr-196db4d36f4e7dd2	1	1	R(i, s)
expr-1a22a13fe4649f4d	2	2	\lnot P(\vec x)
expr-1b14da63db175569	1	1	h\colon \Nat \to \Nat
expr-1b16b1df538ba12d	467	478	n
expr-1c019cc38ea951c7	1	1	h(\vec x, 0) & = & f(\vec x) \\ h(\vec x, y + 1) & = & g(\vec x, y, h(\vec x, y))
expr-1c87ccc1cf53a9f9	1	1	P(\vec x) \land Q(\vec x)
expr-1c9879b76c4da2fb	4	4	\Nat^n
expr-1ca70a4e084a739a	1	1	f\colon \Nat^n \to \Nat
expr-1d1d862ac905fb9d	1	1	g_f(s, k) = f((s)_0) \concat \dots \concat f((s)_k)
expr-1dbeca42e2c54a76	4	4	T(e, x, s)
expr-1de68b290bd4632a	1	1	\left| x-y \right| = (x \tsub y) + (y \tsub x)
expr-1e9de57bf29ef2a6	2	2	h'
expr-1f206b11c23e28cc	1	1	x=1
expr-1f97d653b7ed2d2b	18	19	n+1
expr-20213f439aa72395	1	1	\len{s} = \begin{cases} 0 & \text{if $s = 0$ or $s = 1$} \\ 1 + \bmin{i < s}{R(i, s)} & \text{otherwise} \end{cases}
expr-20792d2b94351456	1	1	h(x_0, x_1) = f(\Proj{2}{1}(x_0, x_1),\Proj{2}{0}(x_0, x_1)).
expr-20d3379dffa08348	1	1	x \equiv y \mod n
expr-215710a0ef11a250	1	1	\cfind{y}(y) \fdefined
expr-217331b710731876	1	1	f(x_0) = 1
expr-223a8b94b371dfab	1	1	p_{k-1}
expr-2247a4a374fd1ebe	1	1	h(x) & = & g(x,x) + 1 \\ & = & f_x(x) +1.
expr-22a8f59b46b3dd3d	1	1	x \ge y
expr-238c8e56b56be6ef	1	1	\bforall{z < y}{R(\vec x, z)}
expr-252f10c83610ebca	404	398	f
expr-259072e6c653cc56	17	17	f(x)
expr-25976bbb4ee521e3	1	1	h(s) = g_{\fn{ISubtrees}}(s, \len{s})
expr-26b1545c8762f573	1	1	\Char{\fn{IsZero}}(0) & = 1,\\ \Char{\fn{IsZero}}(x+1) & = 0.
expr-27ac1d6f9a948981	1	1	p_x
expr-2874121c6701e126	2	2	d(e_d)
expr-28a8dfe72ff8c45f	4	4	\Proj{2}{0}
expr-2ac06f7d9f5bec32	1	1	g(x_0, y, z)
expr-2be7aa126eb30a02	1	1	\fn{subseq}(s, i, n)
expr-2cf31e1fd0dda933	1	1	\fn{Prime}(x) \defiff x \geq 2 \land \bforall{y \leq x}{(y \mid x \lif y = 1 \lor y = x)}
expr-2d711642b726b044	501	497	x
expr-2e4ffc307aff38dc	1	1	g_0(x_0)
expr-2e604bf4f935f434	1	1	G(x) = g_x(x)
expr-2ed52d51edc5e0ab	7	7	h(x)
expr-304c6693e2e2e163	2	2	f(\vec x)
expr-30502f423dbe9c3e	1	1	y \tsub x = 0
expr-3078a09641b0267f	5	5	x_0
expr-308fda5bda779517	3	3	f_x
expr-31116f778b485d26	1	1	m_R(\vec x, 0)
expr-314b62cde7182298	2	2	\cfind{e_d}(e_d) \fdefined
expr-31995b8f7c5225c9	2	2	\Add(x_0, 0) & = f(x_0) = x_0\\ \Add(x_0, y+1) & = g(x_0, y, \Add(x_0, y)) = \Succ(\Add(x_0, y))
expr-3206e909c0a3e4ba	1	1	\tuple{0,l}
expr-327e88b1ea78f2fd	1	1	\Succ(z) = z+1
expr-333e0a1e27815d0c	32	32	G
expr-3364140985aee02f	3	3	h(x+1)
expr-33ea9e6b1b108a22	1	1	\Char{P}(\vec x) \cdot \Char{Q}(\vec x)
expr-346cf456a77b1ce5	4	4	p_n
expr-34c14001ab1c2005	2	2	k=0
expr-3543fe426014be71	2	2	\Mult(x,y)
expr-359492d1aa9966c8	1	1	R(i, s) \text{ iff } p_i \mid s \land p_{i+1} \nmid s.
expr-3650daa721307966	1	1	g(s, 0) & = f((s)_0)\\ g(s, k+1) & = g(s, k) \concat f((s)_{k+1})
expr-36613f93d5f91b7d	2	2	h(x) = f(g(x))
expr-367264cfdb704d7a	1	1	\fn{pred}'(x, 0) & = \Zero(x) = 0,\\ \fn{pred}'(x, y+1) & = \Proj{3}{1}(x, y, \fn{pred'}(x, y)) = y.
expr-36840676dffa30a4	2	2	R(x,\vec z)
expr-36c99c0bb63416fc	4	4	g_i
expr-380918b946a52664	16	16	=
expr-38bcea832ba5496b	1	1	h(\vec x, y) \defis \prod_{z = 0}^y f(\vec x, z).
expr-3978289f4037c489	1	1	d(y) \fdefined
expr-3a1ee4a84807a810	1	1	\fn{append}(s,a)
expr-3a1fe9e699b7b5f4	1	1	\fn{nextPrime(x)}
expr-3a374a50eda6d8c8	1	1	\fn{hSubtreeSeq}(t, 0) & = \tuple{t} \\ \fn{hSubtreeSeq}(t, n+1) & = \fn{hSubtreeSeq}(t, n) \concat h(\fn{hSubtreeSeq}(t, n)).
expr-3a375b2c74e350fb	2	2	d(y) \fundefined
expr-3a488f515ac10699	1	1	h(\vec x, 0) & = f(\vec x) \\ h(\vec x, y+1) & = g(\vec x, y, h(k(\vec x), y))
expr-3b4a67bf78b2061e	1	1	\fn{const}_n(x)
expr-3bdc55e2c2a897b2	2	2	f(x) \simeq U(\umin{s}{T(e, x, s)})
expr-3bfa341bc0271c4a	1	1	\cfind{y}(y) \fundefined
expr-3d2b86c8d04ffb33	1	1	\fn{append}(s,a) = \begin{cases} 2^{a+1} & \text{if $s = 0$ or $s = 1$} \\ s \cdot p_{\len{s}}^{a+1} & \text{otherwise.} \end{cases}
expr-3dac54dbafb34c1d	1	1	\tuple{k, d_1, \dots, d_k}
expr-3e62f055a251be10	1	1	\fn{exp}
expr-3e897855985e8b9b	1	1	\fn{Comp}_{k,n}[F,G_0,\dots,G_{k-1}]
expr-3f79bb7b435b0532	85	85	e
expr-3fabf135074b7b16	1	1	g(x_0, y, z) = z + 1
expr-40fc8d77c687fe2d	1	1	h(g_0(\vec x),\dots,g_k(\vec x))
expr-4124c64d4022edfc	1	1	\fn{sconcat}(\tuple{s_0, \dots, s_k}) = s_0 \concat \dots \concat s_k.
expr-412e442e7b659467	1	1	\Add(2,3)
expr-419c54f0f0586afd	1	1	y \nmid x
expr-4281249074e07c99	2	2	Q(\vec x)
expr-42b0225751bf4a04	1	1	x \tsub y
expr-42cb82a7a1a7890a	1	1	g(x_0, y, z) = \Succ(z).
expr-42d29d9d2a195573	1	1	l(x,y) = g(\Proj{2}{0}(x,y),\Proj{2}{0}(x,y),\Proj{2}{1}(x,y)),
expr-4443576302eb4cf1	1	1	\fn{exp}(x, y) = x^y
expr-4454461bf5348bb9	1	1	\bexists{z < 0}{R(\vec x, z)}
expr-4569dc409f0ddf21	2	2	\Mult(2,3)
expr-45c75507f7a8bad6	1	1	\fn{min}(x,y)
expr-4733f05694df9788	1	1	z \le y
expr-480dfc2600de3c0a	1	1	\Mult(2,2)
expr-48fe546d733e9534	1	1	m_R(\vec x, 0) = 0
expr-49db45fb1a3f8106	1	1	\cfind{e}(x) \simeq f(x)
expr-4a27b0062516f89c	1	1	R(x, y-1)
expr-4a422e3fcbd0db21	1	1	g^n(x)
expr-4a73096daa3399ce	1	1	i+1
expr-4aaf63602f7fc3f2	1	1	\Add(x,y) = x+y
expr-4b183d86304ee69b	1	1	\langle 2, 7, 3, 0, 0 \rangle
expr-4ba54a6a818f6522	3	3	y+1
expr-4bd8ce42d5f1e9a3	1	1	m_R(\vec{x}, y+1) = y
expr-4c26f56e5ef1fafa	1	1	\fn{Rec}_k[F,G]
expr-4cdf4e1946b887c2	1	1	h(x_0, \dots, x_{n-1}) = f(g_0(x_0, \dots, x_{n-1}), \dots, g_{k-1}(x_0, \dots, x_{n-1}))
expr-4dc4e01def696af8	14	14	\Proj{n}{i}
expr-4ddd6f419b334e54	4	4	f(x) \fdefined
expr-4e07408562bedb8b	54	56	3
expr-4e5347e07e38c76e	2	2	k=2
expr-4fb6819c3daab3e6	1	1	2^x \cdot x
expr-4fc82b26aecb47d2	3	3	11
expr-4fd0ce6d4813340f	1	1	\fn{SubtreeSeq}(t)
expr-500259889cffd163	1	1	\Char{P}(\vec x, y)
expr-50dfb0911bb1dfff	1	1	x \mid y \defiff \bexists{z \leq y}{(x \cdot z) = y}.
expr-50e62753e571d66c	1	1	\fn{max}
expr-5120a35e3ac4dee8	1	1	\fn{concat}(\tuple{a_0, \dots, a_k}, \tuple{b_0, \dots, b_l}) = \tuple{a_0, \dots, a_k, b_0, \dots, b_l}.
expr-51af7ceb518b1b82	1	1	R(x, z)
expr-51afe980e791613d	1	1	\bexists{x < y+1}{\dots x \dots}
expr-53b42c0095c19854	1	1	\Add(x,y+1)
expr-549f5465eaa5cf11	1	1	\Add(2, 2) = 3 + 1 = 4
expr-55b4ecee7498e559	1	1	h(e, n) = \begin{cases} 1 & \text{if computation $e$ halts on input $n$}\\ 0 & \text{otherwise,} \end{cases}
expr-56c840afa529f071	2	2	h(e_d, e_d) = 0
expr-570e2f6841c723e6	1	1	f(y_0,y_1)
expr-575d86b85365c7b4	3	3	G_0
expr-594e519ae499312b	66	66	z
expr-5959d6d76c6e4a85	1	1	g_1(x_0)
expr-59664c8716127f12	1	1	k+2
expr-596cfa458d470596	1	1	\fn{exp}(x, 0) & = 1\\ \fn{exp}(x, y+1) & = \Mult(x, \fn{exp}(x,y)). \intertext{Strictly speaking, this is not a recursive definition from primitive recursive functions. Officially, though, we have:} \fn{exp}(x, 0) & = f(x)\\ \fn{exp}(x, y+1) & = g(x, y, \fn{exp}(x,y)). \intertext{where} f(x) & = \Succ(\Zero(x)) = 1\\ g(x, y, z) & = \Mult(\Proj{3}{0}(x, y, z), \Proj{3}{2}(x, y, z)) = x \cdot z
expr-5abe9172ea8287b1	1	1	p(1) = 3
expr-5b23e599d3ec3b36	2	2	\fn{hSubtreeSeq}
expr-5c2bbfb80bdbbc6e	2	2	r(x,y)
expr-5c62e091b8c0565f	122	122	P
expr-5cb73b049d09fef0	2	2	h(x_0, \dots, x_{k-1}, y)
expr-5ccb84c570fcf376	4	4	\vec x
expr-5d42a3e20328f891	1	1	f(x_0) = x_0
expr-5d88fe8893a198e6	1	1	> 0
