expression_id	physical_unique_source_occurrences	canonical_projected_occurrences	normalized_tex
expr-00ab483201161488	17	17	\cardfont{a}
expr-01d96bf4bb5c1830	2	2	\cardle{\Pow{\omega}}{\Real}
expr-026e768bdc4e4d23	2	2	\cardtimes
expr-02ec3ef223c1d7a7	1	1	\card{V_\alpha} = \beth_\alpha
expr-055de4ec3d8e4886	13	13	\kappa
expr-06809210b9691700	1	1	\card{V_{\omega+\alpha}} = \beth_{\alpha}
expr-0a31e077da6cbc01	1	1	\cardfont{a}\leq \cardexpo{\cardfont{a}}{\cardfont{b}} \leq \cardsucc{\cardfont{a}}
expr-0aecbac1fa8cd841	1	1	\card{A} \cardplus 1 = 1 \cardplus \card{A} = \card{A}
expr-0c632ffc56556321	2	2	\funfromto{X}{Y}
expr-0d9ce8fbea95e426	1	1	\tuple{\alpha_1, \alpha_2}
expr-0da775f751dd03e3	1	1	\omega = \ordexpo{2}{\omega}
expr-0e663e0f57f57a74	8	8	n \in \omega
expr-113ff1db723874c4	1	1	\cardfont{a} < \cardexpo{2}{\cardfont{a}}
expr-11baa595827a4e0f	50	49	\omega
expr-128583a37676f90d	1	1	\alpha_2 = \beta_2
expr-16be23d752cb0d6e	1	1	\funfromto{X}{Y} = \Setabs{f}{f \text{ is a function } X \to Y}
expr-18f5384d58bcb1bb	31	31	Y
expr-1b16b1df538ba12d	467	478	n
expr-1b7a9d3ef5f96fc3	1	1	\cardeq{\omega}{\omega\times\omega}
expr-1c3fc2dbedca59df	1	1	V_{W_\alpha}
expr-1d44b623d7327ce7	1	1	\cardle{\alpha}{\alpha \times \alpha}
expr-1e756bbccd42b487	2	2	\alpha \geq \omega
expr-208dd57aae84c8ca	1	1	\ordtype{\alpha\times \alpha, \canonord} \leq \alpha
expr-20bb4634e6c63f72	3	3	\beta \in \cardfont{a}
expr-22cf6d399835876b	1	1	f(\gamma) \colon \cardfont{b} \to \cardfont{a}
expr-26d4eed27a4e196b	1	1	\cardfont{b} = \aleph_{\gamma_\cardfont{b}}
expr-284c47be48fb0c66	63	71	\lnot
expr-2addffea893434b6	1	1	\cardfont{a} = \cardsucc{(\aleph_{\gamma_\cardfont{b}})}= \aleph_{\gamma_\cardfont{b}+1}
expr-316bf1f6e4be7245	2	2	\cardle{\Real}{\Pow{\omega}}
expr-321563324f37c038	1	1	\card{\Pow{A}} = \cardexpo{2}{\card{A}}
expr-33d71f01e44e606a	1	1	\beta \in \cardfont{b}
expr-34d6291ebb0c22b3	1	1	\cardeq{\Pow{A}}{\funfromto{\card{A}}{2}}
expr-37071ed0c173c7c5	1	1	\card{\Pow{A}} = \card{\funfromto{\card{A}}{2}} = 2^{\card{A}}
expr-394d1165889bcde9	1	1	f_\beta \colon X_\beta \to \cardfont{a}
expr-3963833522702523	1	1	\cardfont{a} = \bigcup_{\cardfont{b} < \cardfont{a}} \cardfont{b} = \bigcup_{\cardfont{b} < \cardfont{a}}{\aleph_{\gamma_\cardfont{b}}}
expr-398949531980d0f4	1	1	\tuple{\alpha_1, \alpha_2} = \tuple{\beta_1, \beta_2}
expr-40c08a2b7e20d725	1	1	\kappa = \aleph_\kappa
expr-41cc6dcc2adab9ef	1	1	\card{V_\kappa} = \beth_\kappa= \kappa
