expression_id	physical_unique_source_occurrences	canonical_projected_occurrences	normalized_tex
expr-f01ac326f8366d0e	1	1	\lnot \Prov[\Gamma](\num{n})
expr-f064f2952aed96a2	1	1	\Char{X}
expr-f0706d38015789d6	1	1	\Th{Pres} = \Setabs{!A \in \Lang{L_{A^+}}}{\Sat{N}{!A}}
expr-f13ffed6ab9c214e	2	2	\Th{TA} \Entails !A
expr-f24501cd355c999c	3	3	\Th{TA} = \Setabs{!A}{\Sat{N}{!A}}
expr-f396f29509427e56	17	17	\Lang{L_A}
expr-f6ac033cc1d1554a	11	14	\Gamma \Proves/ !A
expr-f8653f213f88cac0	1	1	\Gamma = \Setabs{!A}{\Gamma \Entails !A}
expr-fba00f8a62ca2905	3	3	!A_d(x)
expr-fe3756fb5599cf1a	2	2	n \cdot m
