decision_id,chapter_key,view,route,math_root_ordinal,formula_id,expression_id,source_file,source_line,source_column,source_anchor_count,source_anchor_resolution,source_anchor_set_json,final_printed_page,source_tex,before_mathml_sha256,after_mathml_sha256
OLAB-EN-A11Y-NOTATION-002,cmp:thy,read,parts/cmp/chapters/thy/read.html,541,projected-formula-0015860,expr-dfebe77783f5f65e,content/computability/computability-theory/reducibility.tex,36,7,1,formula-id-exact,"[{""chapter_key"":null,""formula_id"":""projected-formula-0015860"",""normalized_tex"":""K = \\Setabs{x}{x \\in W_x}"",""source_column"":7,""source_file"":""content/computability/computability-theory/reducibility.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":541,""source_line"":36}]",PENDING_FINAL_PAGINATION,K = \Setabs{x}{x \in W_x},853b1788f7bff09d6b5678acdb11212980c4d41a3cdec4979d8c6473a5d3f351,b1c534035dfd003424df35118179c5c2a57b88d213419e1cca307ea286e9829c
OLAB-EN-A11Y-NOTATION-002,cmp:thy,read,parts/cmp/chapters/thy/read.html,544,projected-formula-0015863,expr-8bab7505b45d972a,content/computability/computability-theory/reducibility.tex,39,1,1,formula-id-exact,"[{""chapter_key"":null,""formula_id"":""projected-formula-0015863"",""normalized_tex"":""K_0 = \\Setabs{\\tuple{e, x}}{\\cfind{e}(x) \\fdefined },"",""source_column"":1,""source_file"":""content/computability/computability-theory/reducibility.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":544,""source_line"":39}]",PENDING_FINAL_PAGINATION,"K_0 = \Setabs{\tuple{e, x}}{\cfind{e}(x) \fdefined },",116c30d0ed4dec3f005f8d46f6d7df70fa870ea4a0b0ac9de2cd5229b6541d4e,4a95cad884fb1e48df170395f9069f1bd94a39154dc8c6727b9b61a77bfdb685
OLAB-EN-A11Y-NOTATION-002,cmp:thy,read,parts/cmp/chapters/thy/read.html,545,projected-formula-0015864,expr-bd929c799e4369f1,content/computability/computability-theory/reducibility.tex,42,7,1,formula-id-exact,"[{""chapter_key"":null,""formula_id"":""projected-formula-0015864"",""normalized_tex"":""K_0 = \\Setabs{\\tuple{x,e}}{x \\in W_e}"",""source_column"":7,""source_file"":""content/computability/computability-theory/reducibility.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":545,""source_line"":42}]",PENDING_FINAL_PAGINATION,"K_0 = \Setabs{\tuple{e,x}}{x \in W_e}",ba5bf0fc946d8b7226d682379278b9fddd64d2c08fec2ab40a1fe03b23ccf15e,bb1ad1c9222ae8a73d29c152544b189c7e9e27e0b4d2521c51872e837d1e463a
OLAB-EN-A11Y-NOTATION-002,cmp:thy,read,parts/cmp/chapters/thy/read.html,669,projected-formula-0015988,expr-3432408e34956dfa,content/computability/computability-theory/complete-ce-sets.tex,32,1,1,formula-id-exact,"[{""chapter_key"":null,""formula_id"":""projected-formula-0015988"",""normalized_tex"":""B = W_e = \\Setabs{x}{\\cfind{e}(x) \\fdefined}."",""source_column"":1,""source_file"":""content/computability/computability-theory/complete-ce-sets.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":669,""source_line"":32}]",PENDING_FINAL_PAGINATION,B = W_e = \Setabs{x}{\cfind{e}(x) \fdefined}.,384ec93058b5b401c4af513ba40ff6d312da3bd4c75df8d8d453f67682e00432,49b86161e2dbc75dd98f2464cc96e39cf749543f0c890b6da6ebf8d685564588
OLAB-EN-A11Y-NOTATION-002,cmp:thy,read,parts/cmp/chapters/thy/read.html,685,projected-formula-0016004,expr-f58d7220499e2505,content/computability/computability-theory/k-1.tex,17,1,1,formula-id-exact,"[{""chapter_key"":null,""formula_id"":""projected-formula-0016004"",""normalized_tex"":""K_1 = \\Setabs{e}{\\cfind{e}(0) \\fdefined}."",""source_column"":1,""source_file"":""content/computability/computability-theory/k-1.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":685,""source_line"":17}]",PENDING_FINAL_PAGINATION,K_1 = \Setabs{e}{\cfind{e}(0) \fdefined}.,821e63bb513b4d34dbf95235c071a3197e3884d0be5dfc27197b6c1a9331a273,e73f4348adc86ff7af8e0497aa8203f4b2cf7a8f17303daedc4fd73097682ab7
OLAB-EN-A11Y-NOTATION-002,cmp:thy,read,parts/cmp/chapters/thy/read.html,687,projected-formula-0016006,expr-0cf9a00d1baab384,content/computability/computability-theory/k-1.tex,24,7,1,formula-id-exact,"[{""chapter_key"":null,""formula_id"":""projected-formula-0016006"",""normalized_tex"":""K_1 = \\Setabs{e}{\\lexists[s][T(e,0,s)]}"",""source_column"":7,""source_file"":""content/computability/computability-theory/k-1.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":687,""source_line"":24}]",PENDING_FINAL_PAGINATION,"K_1 = \Setabs{e}{\lexists[s][T(e,0,s)]}",23a29c2637942ebc3f2336529a2b121da571282d38fa1b7b0c1ba2c796432630,ed60bd3830e57f4e7e51bcf239610dafad2985bbea9bb251b69d00792bb9e910
OLAB-EN-A11Y-NOTATION-002,cmp:thy,read,parts/cmp/chapters/thy/read.html,734,projected-formula-0016053,expr-d0e9583fe4b4c63b,content/computability/computability-theory/total.tex,15,1,1,formula-id-exact,"[{""chapter_key"":null,""formula_id"":""projected-formula-0016053"",""normalized_tex"":""\\fn{Tot} = \\Setabs{x}{\\text{for every $y$, $\\cfind{x}(y)\\fdefined$}}."",""source_column"":1,""source_file"":""content/computability/computability-theory/total.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":734,""source_line"":15}]",PENDING_FINAL_PAGINATION,"\fn{Tot} = \Setabs{x}{\text{for every $y$, $\cfind{x}(y)\fdefined$}}.",7ef5579691d93bcddc77f46b2ae8ac827c624774dc6c2dac136b7806af4949b4,f2ebda1fb09c692dbd9c47517dd68bac2a7800481af2dbcf9458c81287c351b1
OLAB-EN-A11Y-NOTATION-002,cmp:thy,read,parts/cmp/chapters/thy/read.html,774,projected-formula-0016093,expr-3278d314268082cb,content/computability/computability-theory/rice-theorem.tex,24,63,1,formula-id-exact,"[{""chapter_key"":null,""formula_id"":""projected-formula-0016093"",""normalized_tex"":""A = \\Setabs{n}{\\cfind{n} \\in C}"",""source_column"":63,""source_file"":""content/computability/computability-theory/rice-theorem.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":774,""source_line"":24}]",PENDING_FINAL_PAGINATION,A = \Setabs{n}{\cfind{n} \in C},51bcc0659735c20ebbd1a4c09a173ebc76960da117d6c7edcd8a47893f54771b,d44a363474b18f924ab86cf60b62d257c9c7d679c4a93d735def3c2cec9c378a
OLAB-EN-A11Y-NOTATION-002,cmp:thy,read,parts/cmp/chapters/thy/read.html,787,projected-formula-0016106,expr-3278d314268082cb,content/computability/computability-theory/rice-theorem.tex,35,6,1,formula-id-exact,"[{""chapter_key"":null,""formula_id"":""projected-formula-0016106"",""normalized_tex"":""A = \\Setabs{n}{\\cfind{n} \\in C}"",""source_column"":6,""source_file"":""content/computability/computability-theory/rice-theorem.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":787,""source_line"":35}]",PENDING_FINAL_PAGINATION,A = \Setabs{n}{\cfind{n} \in C},10a01b243cdfe4ae5151ec8aa9db4d82337e065026a3913ed61ef9437569f64f,bcb30d1749123bee15f7b9b6367944e09e56331b97908111c2390157556c6f15
OLAB-EN-A11Y-NOTATION-002,cmp:thy,read,parts/cmp/chapters/thy/read.html,854,projected-formula-0016173,expr-3ba9dcc1da00e52b,content/computability/computability-theory/rice-theorem.tex,114,7,1,formula-id-exact,"[{""chapter_key"":null,""formula_id"":""projected-formula-0016173"",""normalized_tex"":""\\Setabs{x}{\\text{"",""source_column"":7,""source_file"":""content/computability/computability-theory/rice-theorem.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":854,""source_line"":114}]",PENDING_FINAL_PAGINATION,\Setabs{x}{17 \in \fn{range}(\cfind{x})},d92a5f6e9e89fec5facf255ca60a1c9dcab37b0ca2d7cb96a007c6cfd6b99466,23cad17c56a5acdf5f883ccf1680ee9b04252da24956de001f63a1f6e712e436
OLAB-EN-A11Y-NOTATION-002,cmp:thy,read,parts/cmp/chapters/thy/read.html,857,projected-formula-0016176,expr-3ba9dcc1da00e52b,content/computability/computability-theory/rice-theorem.tex,115,7,1,formula-id-exact,"[{""chapter_key"":null,""formula_id"":""projected-formula-0016176"",""normalized_tex"":""\\Setabs{x}{\\text{"",""source_column"":7,""source_file"":""content/computability/computability-theory/rice-theorem.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":857,""source_line"":115}]",PENDING_FINAL_PAGINATION,\Setabs{x}{\fn{Constant}(\cfind{x})},cdf61f4ff42f3fb8abf007572a6079a38fa4d7ca770f285ee6b7098d955ffab8,4ff8c007489ca6049a8f27e69e11463f0d0849417e6b84ed2958d4a99815aa34
OLAB-EN-A11Y-NOTATION-002,cmp:thy,read,parts/cmp/chapters/thy/read.html,859,projected-formula-0016178,expr-3ba9dcc1da00e52b,content/computability/computability-theory/rice-theorem.tex,116,7,1,formula-id-exact,"[{""chapter_key"":null,""formula_id"":""projected-formula-0016178"",""normalized_tex"":""\\Setabs{x}{\\text{"",""source_column"":7,""source_file"":""content/computability/computability-theory/rice-theorem.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":859,""source_line"":116}]",PENDING_FINAL_PAGINATION,\Setabs{x}{\fn{Total}(\cfind{x})},e0f16a7aac3f285ad4566440e5d45aa46c0f179027ff52b545c03b80dfdb09be,0b658e8e725b74cf99816d64e9c58cc299d03f5d71b822be7bc0a3e60b3e51c5
OLAB-EN-A11Y-NOTATION-002,cmp:thy,read,parts/cmp/chapters/thy/read.html,861,projected-formula-0016180,expr-cf624dace3fec4da,content/computability/computability-theory/rice-theorem.tex,117,7,1,formula-id-exact,"[{""chapter_key"":null,""formula_id"":""projected-formula-0016180"",""normalized_tex"":""\\Setabs{x}{\\text{whenever"",""source_column"":7,""source_file"":""content/computability/computability-theory/rice-theorem.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":861,""source_line"":117}]",PENDING_FINAL_PAGINATION,\Setabs{x}{\lforall[y][\lforall[y'][((y<y' \land \cfind{x}(y)\fdefined) \land (\cfind{x}(y')\fdefined \lif \cfind{x}(y)<\cfind{x}(y')))]]},5d974a2fae977b6e1750604766553544042a176a2d0d53aac9adb262bf88514f,682dc1a5d0d2c080fff7b2256f4a0850812a6d470aded09b7ba42794853ed3a1
OLAB-EN-A11Y-NOTATION-002,fol:com,explore,parts/fol/chapters/com/explore.html,45,,expr-10983d02e2605acf,content/first-order-logic/completeness/identity.tex,90,1,1,expression-occurrence-set-same-chapter,"[{""chapter_key"":""fol:com"",""formula_id"":""projected-formula-0011734"",""normalized_tex"":""\\equivrep{t}{\\approx} = \\Setabs{t'}{t'\\in \\Trm[L], t \\approx t'}"",""source_column"":1,""source_file"":""content/first-order-logic/completeness/identity.tex"",""source_ledger"":""data/fol-completeness-authority/semantic_occurrences.jsonl"",""source_ledger_line"":530,""source_line"":90}]",PENDING_FINAL_PAGINATION,"\equivrep{t}{\approx} = \Setabs{t'}{t'\in \Trm[L], t \approx t'}",f00c5c95f6ba5f74341cab4ed3b06412f41ee101bcc9fba395b12653f2696c06,bef6ad392db26fb4ccc0693b89778bbd1ff26872d009dda1942f43877fa77173
OLAB-EN-A11Y-NOTATION-002,fol:com,explore,parts/fol/chapters/com/explore.html,46,,expr-10983d02e2605acf,content/first-order-logic/completeness/identity.tex,90,1,1,expression-occurrence-set-same-chapter,"[{""chapter_key"":""fol:com"",""formula_id"":""projected-formula-0011734"",""normalized_tex"":""\\equivrep{t}{\\approx} = \\Setabs{t'}{t'\\in \\Trm[L], t \\approx t'}"",""source_column"":1,""source_file"":""content/first-order-logic/completeness/identity.tex"",""source_ledger"":""data/fol-completeness-authority/semantic_occurrences.jsonl"",""source_ledger_line"":530,""source_line"":90}]",PENDING_FINAL_PAGINATION,"\equivrep{t}{\approx} = \Setabs{t'}{t'\in \Trm[L], t \approx t'}",0d084adf3a41c91f1923ad37fc1169af02078bc5ea8141d2148bb60f6b5c1f48,f700c86a412680051ebfadc1635f003712852f7f1f46d71a565f719dc2fb378f
OLAB-EN-A11Y-NOTATION-002,fol:com,explore,parts/fol/chapters/com/explore.html,155,,expr-404dc5c533499e9c,content/first-order-logic/completeness/identity.tex,93,5,1,expression-occurrence-set-same-chapter,"[{""chapter_key"":""fol:com"",""formula_id"":""projected-formula-0011735"",""normalized_tex"":""\\equivclass{\\Trm[L]}{\\approx} = \\Setabs{\\equivrep{t}{\\approx}}{t \\in \\Trm[L]}"",""source_column"":5,""source_file"":""content/first-order-logic/completeness/identity.tex"",""source_ledger"":""data/fol-completeness-authority/semantic_occurrences.jsonl"",""source_ledger_line"":531,""source_line"":93}]",PENDING_FINAL_PAGINATION,\equivclass{\Trm[L]}{\approx} = \Setabs{\equivrep{t}{\approx}}{t \in \Trm[L]},e9dd480037ae268f2621f2025c635e292083bfcdbd8b2a7dbda9aec133157c38,0a7d655a680853438a56a59e8648fe493ab37723079e96392a0c2bf3cbee3ab6
OLAB-EN-A11Y-NOTATION-002,fol:com,explore,parts/fol/chapters/com/explore.html,156,,expr-404dc5c533499e9c,content/first-order-logic/completeness/identity.tex,93,5,1,expression-occurrence-set-same-chapter,"[{""chapter_key"":""fol:com"",""formula_id"":""projected-formula-0011735"",""normalized_tex"":""\\equivclass{\\Trm[L]}{\\approx} = \\Setabs{\\equivrep{t}{\\approx}}{t \\in \\Trm[L]}"",""source_column"":5,""source_file"":""content/first-order-logic/completeness/identity.tex"",""source_ledger"":""data/fol-completeness-authority/semantic_occurrences.jsonl"",""source_ledger_line"":531,""source_line"":93}]",PENDING_FINAL_PAGINATION,\equivclass{\Trm[L]}{\approx} = \Setabs{\equivrep{t}{\approx}}{t \in \Trm[L]},5bcc5f74037580c043443e8d0221f4d0392029fe143ee8feac41b85b4ebfc93b,7ca08ff1b078fdfae66084683ff8d3bfb3234e296060e9bbb0d5b3caa97fa30d
OLAB-EN-A11Y-NOTATION-001,fol:com,explore,parts/fol/chapters/com/explore.html,157,,expr-428890bacf44ce4f,content/first-order-logic/completeness/construction-of-model.tex,21,35,3,expression-occurrence-set-same-chapter,"[{""chapter_key"":""fol:com"",""formula_id"":""projected-formula-0011569"",""normalized_tex"":""\\Lang{L'}"",""source_column"":35,""source_file"":""content/first-order-logic/completeness/construction-of-model.tex"",""source_ledger"":""data/fol-completeness-authority/semantic_occurrences.jsonl"",""source_ledger_line"":365,""source_line"":21},{""chapter_key"":""fol:com"",""formula_id"":""projected-formula-0011447"",""normalized_tex"":""\\Lang{L'}"",""source_column"":23,""source_file"":""content/first-order-logic/completeness/henkin-expansions.tex"",""source_ledger"":""data/fol-completeness-authority/semantic_occurrences.jsonl"",""source_ledger_line"":243,""source_line"":79},{""chapter_key"":""fol:com"",""formula_id"":""projected-formula-0011466"",""normalized_tex"":""\\Lang{L'}"",""source_column"":38,""source_file"":""content/first-order-logic/completeness/henkin-expansions.tex"",""source_ledger"":""data/fol-completeness-authority/semantic_occurrences.jsonl"",""source_ledger_line"":262,""source_line"":101}]",PENDING_FINAL_PAGINATION,\Lang{L'},953812cd00c2c94344ee761c1b75d346cf4ffa6a0ae82b4097f2c759e4cfe5a9,e78d1538d20e10bab1c1aa5db020dfa428498a605a3cc7327c54189fd46cecb2
OLAB-EN-A11Y-NOTATION-001,fol:com,explore,parts/fol/chapters/com/explore.html,158,,expr-428890bacf44ce4f,content/first-order-logic/completeness/construction-of-model.tex,21,35,3,expression-occurrence-set-same-chapter,"[{""chapter_key"":""fol:com"",""formula_id"":""projected-formula-0011569"",""normalized_tex"":""\\Lang{L'}"",""source_column"":35,""source_file"":""content/first-order-logic/completeness/construction-of-model.tex"",""source_ledger"":""data/fol-completeness-authority/semantic_occurrences.jsonl"",""source_ledger_line"":365,""source_line"":21},{""chapter_key"":""fol:com"",""formula_id"":""projected-formula-0011447"",""normalized_tex"":""\\Lang{L'}"",""source_column"":23,""source_file"":""content/first-order-logic/completeness/henkin-expansions.tex"",""source_ledger"":""data/fol-completeness-authority/semantic_occurrences.jsonl"",""source_ledger_line"":243,""source_line"":79},{""chapter_key"":""fol:com"",""formula_id"":""projected-formula-0011466"",""normalized_tex"":""\\Lang{L'}"",""source_column"":38,""source_file"":""content/first-order-logic/completeness/henkin-expansions.tex"",""source_ledger"":""data/fol-completeness-authority/semantic_occurrences.jsonl"",""source_ledger_line"":262,""source_line"":101}]",PENDING_FINAL_PAGINATION,\Lang{L'},04ec61d4cb35ceb33dfe5bd9b3ce7405304beb30bed4509a326132a95980bc77,8d5330a363f028d283edf4fbda13bb25b30a6d6083d1d2cf0acab2185acfe62e
OLAB-EN-A11Y-NOTATION-002,fol:com,explore,parts/fol/chapters/com/explore.html,163,,expr-43276fedef135e98,content/first-order-logic/completeness/compactness.tex,102,3,1,expression-occurrence-set-same-chapter,"[{""chapter_key"":""fol:com"",""formula_id"":""projected-formula-0011863"",""normalized_tex"":""\\Delta = \\Setabs{\\eq/[c][t]}{t \\in \\Trm[L]}."",""source_column"":3,""source_file"":""content/first-order-logic/completeness/compactness.tex"",""source_ledger"":""data/fol-completeness-authority/semantic_occurrences.jsonl"",""source_ledger_line"":659,""source_line"":102}]",PENDING_FINAL_PAGINATION,\Delta = \Setabs{\eq/[c][t]}{t \in \Trm[L]}.,489272a1905c7061f77526a2bce9ca37b649b6b731d303538e0e3c364f3269f7,5f3600bf0398eda73c2ff8a1383bf4e2d3ad9a2f5dc1067d827072f0c9693d4d
OLAB-EN-A11Y-NOTATION-002,fol:com,explore,parts/fol/chapters/com/explore.html,164,,expr-43276fedef135e98,content/first-order-logic/completeness/compactness.tex,102,3,1,expression-occurrence-set-same-chapter,"[{""chapter_key"":""fol:com"",""formula_id"":""projected-formula-0011863"",""normalized_tex"":""\\Delta = \\Setabs{\\eq/[c][t]}{t \\in \\Trm[L]}."",""source_column"":3,""source_file"":""content/first-order-logic/completeness/compactness.tex"",""source_ledger"":""data/fol-completeness-authority/semantic_occurrences.jsonl"",""source_ledger_line"":659,""source_line"":102}]",PENDING_FINAL_PAGINATION,\Delta = \Setabs{\eq/[c][t]}{t \in \Trm[L]}.,330c894ee63fae639d8a9018d29d7820a1e2e9b8a38a48ea40cb550edceff5fc,0764b2fedb650139e442cc22b061ab3a39f9097fc28d7620a2bd7ec709e1939d
OLAB-EN-A11Y-NOTATION-002,fol:com,explore,parts/fol/chapters/com/explore.html,171,,expr-4984cbf440f49af7,content/first-order-logic/completeness/compactness.tex,139,1,1,expression-occurrence-set-same-chapter,"[{""chapter_key"":""fol:com"",""formula_id"":""projected-formula-0011917"",""normalized_tex"":""\\{\\Obj{0} < c\\} \\cup \\Setabs{ c \\times \\num k < \\Obj{1} }{k \\in \\PosInt}"",""source_column"":1,""source_file"":""content/first-order-logic/completeness/compactness.tex"",""source_ledger"":""data/fol-completeness-authority/semantic_occurrences.jsonl"",""source_ledger_line"":713,""source_line"":139}]",PENDING_FINAL_PAGINATION,\{\Obj{0} < c\} \cup \Setabs{ c \times \num k < \Obj{1} }{k \in \PosInt},1763fb19e754404e041ac06827a6f6d205ceacf6786568861a4c7b3fdc94e0ab,55f67e65e91834b142de7b2876b4aaeb3178782faf1ec6786fad6f548c9b3ed6
OLAB-EN-A11Y-NOTATION-002,fol:com,explore,parts/fol/chapters/com/explore.html,172,,expr-4984cbf440f49af7,content/first-order-logic/completeness/compactness.tex,139,1,1,expression-occurrence-set-same-chapter,"[{""chapter_key"":""fol:com"",""formula_id"":""projected-formula-0011917"",""normalized_tex"":""\\{\\Obj{0} < c\\} \\cup \\Setabs{ c \\times \\num k < \\Obj{1} }{k \\in \\PosInt}"",""source_column"":1,""source_file"":""content/first-order-logic/completeness/compactness.tex"",""source_ledger"":""data/fol-completeness-authority/semantic_occurrences.jsonl"",""source_ledger_line"":713,""source_line"":139}]",PENDING_FINAL_PAGINATION,\{\Obj{0} < c\} \cup \Setabs{ c \times \num k < \Obj{1} }{k \in \PosInt},6e2bd9ae2936d8e5ceb2d5e775ca549a6d4a8bdc8db3a1ccd6ca680b8e4404c4,44d06ccab5aa492f2d8483b6a214079ad3db77b95920da3fb80383c0d8aa2961
OLAB-EN-A11Y-NOTATION-002,fol:com,explore,parts/fol/chapters/com/explore.html,487,,expr-cf8d1c351634524e,content/first-order-logic/completeness/compactness.tex,176,3,1,expression-occurrence-set-same-chapter,"[{""chapter_key"":""fol:com"",""formula_id"":""projected-formula-0011951"",""normalized_tex"":""\\Delta = \\Setabs{!A_{\\ge n}}{n \\ge 1}"",""source_column"":3,""source_file"":""content/first-order-logic/completeness/compactness.tex"",""source_ledger"":""data/fol-completeness-authority/semantic_occurrences.jsonl"",""source_ledger_line"":747,""source_line"":176}]",PENDING_FINAL_PAGINATION,\Delta = \Setabs{!A_{\ge n}}{n \ge 1},b67d28fbf421bc6feed570cd61918587208aa7941c56ce465e596387cc605a6c,4e7a0ea25f37d9ecbff53ae081d220300810ee74ad9ba98c028d7be5f1d23a2f
OLAB-EN-A11Y-NOTATION-002,fol:com,explore,parts/fol/chapters/com/explore.html,488,,expr-cf8d1c351634524e,content/first-order-logic/completeness/compactness.tex,176,3,1,expression-occurrence-set-same-chapter,"[{""chapter_key"":""fol:com"",""formula_id"":""projected-formula-0011951"",""normalized_tex"":""\\Delta = \\Setabs{!A_{\\ge n}}{n \\ge 1}"",""source_column"":3,""source_file"":""content/first-order-logic/completeness/compactness.tex"",""source_ledger"":""data/fol-completeness-authority/semantic_occurrences.jsonl"",""source_ledger_line"":747,""source_line"":176}]",PENDING_FINAL_PAGINATION,\Delta = \Setabs{!A_{\ge n}}{n \ge 1},7e1c5c93dbaca549ecf0bf10e3de1c5acd9668ed4e93de4ec1766ad385d8398a,a02c6d929ed3e2818a506a3aada9c4b6b3aa388b57a944a948f87766db6b2101
OLAB-EN-A11Y-NOTATION-001,fol:com,read,parts/fol/chapters/com/read.html,243,projected-formula-0011447,expr-428890bacf44ce4f,content/first-order-logic/completeness/henkin-expansions.tex,79,23,1,formula-id-exact,"[{""chapter_key"":""fol:com"",""formula_id"":""projected-formula-0011447"",""normalized_tex"":""\\Lang{L'}"",""source_column"":23,""source_file"":""content/first-order-logic/completeness/henkin-expansions.tex"",""source_ledger"":""data/fol-completeness-authority/semantic_occurrences.jsonl"",""source_ledger_line"":243,""source_line"":79}]",PENDING_FINAL_PAGINATION,\Lang{L'},a9a601132b79ae646ad3eb5b11270f29252652e327185e8b871b2bd4b87c2776,24dd7f9bdd01ce80f407654b14c2feb9e5c145b84b7a8a66cd0bae3ebf7dfdaa
OLAB-EN-A11Y-NOTATION-001,fol:com,read,parts/fol/chapters/com/read.html,262,projected-formula-0011466,expr-428890bacf44ce4f,content/first-order-logic/completeness/henkin-expansions.tex,101,38,1,formula-id-exact,"[{""chapter_key"":""fol:com"",""formula_id"":""projected-formula-0011466"",""normalized_tex"":""\\Lang{L'}"",""source_column"":38,""source_file"":""content/first-order-logic/completeness/henkin-expansions.tex"",""source_ledger"":""data/fol-completeness-authority/semantic_occurrences.jsonl"",""source_ledger_line"":262,""source_line"":101}]",PENDING_FINAL_PAGINATION,\Lang{L'},8cffea3735befc7dfcb6fb84b3a2ddc91a398c6c0a3ec94307230154cc7a5fa9,6591a1811a0b0760541aad80bb72938be59a7990f4e9ff1b35286d9e15648993
OLAB-EN-A11Y-NOTATION-001,fol:com,read,parts/fol/chapters/com/read.html,365,projected-formula-0011569,expr-428890bacf44ce4f,content/first-order-logic/completeness/construction-of-model.tex,21,35,1,formula-id-exact,"[{""chapter_key"":""fol:com"",""formula_id"":""projected-formula-0011569"",""normalized_tex"":""\\Lang{L'}"",""source_column"":35,""source_file"":""content/first-order-logic/completeness/construction-of-model.tex"",""source_ledger"":""data/fol-completeness-authority/semantic_occurrences.jsonl"",""source_ledger_line"":365,""source_line"":21}]",PENDING_FINAL_PAGINATION,\Lang{L'},caf4bd7dbee2c350c61865c72829d039d0df7f6b6de8242db123da496ddc0229,fe4feb31ba7720f878fe92754363cfb62357bca875ccaf4b80ad6cdda2b830eb
OLAB-EN-A11Y-NOTATION-002,fol:com,read,parts/fol/chapters/com/read.html,530,projected-formula-0011734,expr-10983d02e2605acf,content/first-order-logic/completeness/identity.tex,90,1,1,formula-id-exact,"[{""chapter_key"":""fol:com"",""formula_id"":""projected-formula-0011734"",""normalized_tex"":""\\equivrep{t}{\\approx} = \\Setabs{t'}{t'\\in \\Trm[L], t \\approx t'}"",""source_column"":1,""source_file"":""content/first-order-logic/completeness/identity.tex"",""source_ledger"":""data/fol-completeness-authority/semantic_occurrences.jsonl"",""source_ledger_line"":530,""source_line"":90}]",PENDING_FINAL_PAGINATION,"\equivrep{t}{\approx} = \Setabs{t'}{t'\in \Trm[L], t \approx t'}",5d0df071af69df78f39ce869cbc49eb256c99d993a483e07910fb16607320684,175e39a39906f6b13ce1f15d041222ce04bdc643acd31d174ff7fb1aa95710ff
OLAB-EN-A11Y-NOTATION-002,fol:com,read,parts/fol/chapters/com/read.html,531,projected-formula-0011735,expr-404dc5c533499e9c,content/first-order-logic/completeness/identity.tex,93,5,1,formula-id-exact,"[{""chapter_key"":""fol:com"",""formula_id"":""projected-formula-0011735"",""normalized_tex"":""\\equivclass{\\Trm[L]}{\\approx} = \\Setabs{\\equivrep{t}{\\approx}}{t \\in \\Trm[L]}"",""source_column"":5,""source_file"":""content/first-order-logic/completeness/identity.tex"",""source_ledger"":""data/fol-completeness-authority/semantic_occurrences.jsonl"",""source_ledger_line"":531,""source_line"":93}]",PENDING_FINAL_PAGINATION,\equivclass{\Trm[L]}{\approx} = \Setabs{\equivrep{t}{\approx}}{t \in \Trm[L]},0a578eef455bd45b305bd261a6b280095bc78769a896bd5fc487c173fbbea99e,c3dac0d54646811162c6be496c1aa8b142f86c6f80e55f0888c2d2908f605729
OLAB-EN-A11Y-NOTATION-002,fol:com,read,parts/fol/chapters/com/read.html,659,projected-formula-0011863,expr-43276fedef135e98,content/first-order-logic/completeness/compactness.tex,102,3,1,formula-id-exact,"[{""chapter_key"":""fol:com"",""formula_id"":""projected-formula-0011863"",""normalized_tex"":""\\Delta = \\Setabs{\\eq/[c][t]}{t \\in \\Trm[L]}."",""source_column"":3,""source_file"":""content/first-order-logic/completeness/compactness.tex"",""source_ledger"":""data/fol-completeness-authority/semantic_occurrences.jsonl"",""source_ledger_line"":659,""source_line"":102}]",PENDING_FINAL_PAGINATION,\Delta = \Setabs{\eq/[c][t]}{t \in \Trm[L]}.,3ad52aedf82bd5fe706b9d8ee216beb310f5dc06480981ee062b38170bbfce1c,6642b6ea8a5a16fe324e468b989b2a0618c7b9dda5974adf9f7bcd02cf3b5b3c
