decision_id,chapter_key,view,route,math_root_ordinal,formula_id,expression_id,source_file,source_line,source_column,source_anchor_count,source_anchor_resolution,source_anchor_set_json,final_printed_page,source_tex,before_mathml_sha256,after_mathml_sha256
OLAB-EN-A11Y-NOTATION-002,cmp:thy,explore,parts/cmp/chapters/thy/explore.html,253,,expr-bfae91d5dd7c336c,content/computability/computability-theory/non-comp-set.tex,39,16,2,expression-occurrence-set-cross-chapter,"[{""chapter_key"":null,""formula_id"":""projected-formula-0015728"",""normalized_tex"":""K = \\Setabs{e}{\\cfind{e}(e) \\fdefined}"",""source_column"":16,""source_file"":""content/computability/computability-theory/non-comp-set.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":409,""source_line"":39},{""chapter_key"":null,""formula_id"":""projected-formula-0015729"",""normalized_tex"":""K = \\Setabs{e}{\\cfind{e}(e) \\fdefined}"",""source_column"":22,""source_file"":""content/computability/computability-theory/non-comp-set.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":410,""source_line"":43}]",PENDING_FINAL_PAGINATION,K = \Setabs{e}{\cfind{e}(e) \fdefined},297f1d56da321eae5c705cacdfd237ead7d01844b435ff47fd9b9fa63a123129,de3cb42013309538de80b37201f41cd3b9e7d0f28ce57959b9b2bb287f9e9409
OLAB-EN-A11Y-NOTATION-002,cmp:thy,explore,parts/cmp/chapters/thy/explore.html,275,,expr-cf624dace3fec4da,content/computability/computability-theory/rice-theorem.tex,117,7,1,expression-occurrence-set-cross-chapter,"[{""chapter_key"":null,""formula_id"":""projected-formula-0016180"",""normalized_tex"":""\\Setabs{x}{\\text{whenever"",""source_column"":7,""source_file"":""content/computability/computability-theory/rice-theorem.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":861,""source_line"":117}]",PENDING_FINAL_PAGINATION,\Setabs{x}{\lforall[y][\lforall[y'][((y<y' \land \cfind{x}(y)\fdefined) \land (\cfind{x}(y')\fdefined \lif \cfind{x}(y)<\cfind{x}(y')))]]},d32249142868be0a8c60661a00e5aa204967f74feeaa84cd5bcc25ad43377393,3e9f23c67deb7148db596bfef05f557e29ec9acd4b63a74f744e2c70180a404d
OLAB-EN-A11Y-NOTATION-002,cmp:thy,explore,parts/cmp/chapters/thy/explore.html,282,,expr-d0e9583fe4b4c63b,content/computability/computability-theory/total.tex,15,1,1,expression-occurrence-set-cross-chapter,"[{""chapter_key"":null,""formula_id"":""projected-formula-0016053"",""normalized_tex"":""\\fn{Tot} = \\Setabs{x}{\\text{for every $y$, $\\cfind{x}(y)\\fdefined$}}."",""source_column"":1,""source_file"":""content/computability/computability-theory/total.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":734,""source_line"":15}]",PENDING_FINAL_PAGINATION,"\fn{Tot} = \Setabs{x}{\text{for every $y$, $\cfind{x}(y)\fdefined$}}.",6b81dcb7c1c7ad9c978f6d483b7f04cb0378b8cb0b211de359851d35955afde0,269d61239e597672421b3a85714aab221cf66981746f848489f73c1f3ed88fa8
OLAB-EN-A11Y-NOTATION-002,cmp:thy,explore,parts/cmp/chapters/thy/explore.html,292,,expr-d5485e111b51d4c8,content/computability/computability-theory/reducibility.tex,33,1,1,expression-occurrence-set-cross-chapter,"[{""chapter_key"":null,""formula_id"":""projected-formula-0015859"",""normalized_tex"":""K = \\Setabs{x}{\\cfind{x}(x) \\fdefined},"",""source_column"":1,""source_file"":""content/computability/computability-theory/reducibility.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":540,""source_line"":33}]",PENDING_FINAL_PAGINATION,"K = \Setabs{x}{\cfind{x}(x) \fdefined},",db0e483450505639f83761c1df6339f61e27cfccebeee2d6b9a30ea20f9e6b09,dc7befa844f5938d0268151fca1e96fc956fcd404ee3674eaf1e1f0e5dc21f0d
OLAB-EN-A11Y-NOTATION-002,cmp:thy,explore,parts/cmp/chapters/thy/explore.html,306,,expr-dfebe77783f5f65e,content/computability/computability-theory/reducibility.tex,36,7,1,expression-occurrence-set-cross-chapter,"[{""chapter_key"":null,""formula_id"":""projected-formula-0015860"",""normalized_tex"":""K = \\Setabs{x}{x \\in W_x}"",""source_column"":7,""source_file"":""content/computability/computability-theory/reducibility.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":541,""source_line"":36}]",PENDING_FINAL_PAGINATION,K = \Setabs{x}{x \in W_x},288460a3e202752a7b6b355b348de45955c133e503a54f7a85aa356e76792069,9b61bf6faf4afea4e90d84b6c9f109941fb27d0236823a321296bb635423458d
OLAB-EN-A11Y-NOTATION-002,cmp:thy,explore,parts/cmp/chapters/thy/explore.html,322,,expr-ee02dc8e71f7a0d0,content/computability/computability-theory/equiv-ce-defs.tex,153,1,1,expression-occurrence-set-cross-chapter,"[{""chapter_key"":null,""formula_id"":""projected-formula-0015702"",""normalized_tex"":""S = \\Setabs{ x }{ \\lexists[y][T(e, x, y)] }."",""source_column"":1,""source_file"":""content/computability/computability-theory/equiv-ce-defs.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":383,""source_line"":153}]",PENDING_FINAL_PAGINATION,"S = \Setabs{ x }{ \lexists[y][T(e, x, y)] }.",d51daa6cf74af650bbc8aa9da14fb2638ede36d2e6e3ef9b361c3737fed6f3b1,4ed2f1b72d857931c095c7ff2159cfa5407a9bb96a816cd8fd61fb82a2734d64
OLAB-EN-A11Y-NOTATION-002,cmp:thy,explore,parts/cmp/chapters/thy/explore.html,331,,expr-f4520b4c474518ab,content/computability/computability-theory/equiv-ce-defs.tex,92,1,1,expression-occurrence-set-cross-chapter,"[{""chapter_key"":null,""formula_id"":""projected-formula-0015659"",""normalized_tex"":""S = \\Setabs{y}{\\text{for some $x$, } f(x) = y}."",""source_column"":1,""source_file"":""content/computability/computability-theory/equiv-ce-defs.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":340,""source_line"":92}]",PENDING_FINAL_PAGINATION,"S = \Setabs{y}{\text{for some $x$, } f(x) = y}.",25dd264d590d6d103240e273262b71bff838d8226cb25fdda0596e3daef7d340,b2f65612aebce866fa9cc61d707e909ba1726a8aa7d4377fbf9ce66574a34445
OLAB-EN-A11Y-NOTATION-002,cmp:thy,explore,parts/cmp/chapters/thy/explore.html,332,,expr-f58d7220499e2505,content/computability/computability-theory/k-1.tex,17,1,1,expression-occurrence-set-cross-chapter,"[{""chapter_key"":null,""formula_id"":""projected-formula-0016004"",""normalized_tex"":""K_1 = \\Setabs{e}{\\cfind{e}(0) \\fdefined}."",""source_column"":1,""source_file"":""content/computability/computability-theory/k-1.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":685,""source_line"":17}]",PENDING_FINAL_PAGINATION,K_1 = \Setabs{e}{\cfind{e}(0) \fdefined}.,e09e37369cfce6d183f1331ce28e733c42f920d55767534d6563a31bd5f72a3d,d9184638bcaf1ad7aa8dba8a8bd9acbcf1ed038a737c1d494487a4efdca38ecc
OLAB-EN-A11Y-NOTATION-002,cmp:thy,explore,parts/cmp/chapters/thy/explore.html,338,,expr-f9b69eb01778ee91,content/computability/computability-theory/equiv-ce-defs.tex,156,35,1,expression-occurrence-set-cross-chapter,"[{""chapter_key"":null,""formula_id"":""projected-formula-0015703"",""normalized_tex"":""S = \\Setabs{ x }{ \\lexists[y][R(x, y)] }"",""source_column"":35,""source_file"":""content/computability/computability-theory/equiv-ce-defs.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":384,""source_line"":156}]",PENDING_FINAL_PAGINATION,"S = \Setabs{ x }{ \lexists[y][R(x, y)] }",640cc02f900935a5480f4aa162af8f13ba45045b59cc608f8301b9f777654616,1007ffd91a6e5c33e43d02437f3219346203740eea69a18cb79e7cbbde5cb0a3
OLAB-EN-A11Y-NOTATION-002,cmp:thy,read,parts/cmp/chapters/thy/read.html,222,projected-formula-0015541,expr-32b3b38bf69c8391,content/computability/computability-theory/russells-paradox.tex,15,30,1,formula-id-exact,"[{""chapter_key"":null,""formula_id"":""projected-formula-0015541"",""normalized_tex"":""S = \\Setabs{x}{x \\notin x}"",""source_column"":30,""source_file"":""content/computability/computability-theory/russells-paradox.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":222,""source_line"":15}]",PENDING_FINAL_PAGINATION,S = \Setabs{x}{x \notin x},7ebd49a0f4e67711679d9ef93533e0408c85b96dfba242c8eeabe7c952b324e1,89bcd1b1baa4c8759b05286de38543643d1f2777a549c8b3c3945e001e535af8
OLAB-EN-A11Y-NOTATION-002,cmp:thy,read,parts/cmp/chapters/thy/read.html,284,projected-formula-0015603,expr-6bf7cbf3c883ca8a,content/computability/computability-theory/equiv-ce-defs.tex,36,1,1,formula-id-exact,"[{""chapter_key"":null,""formula_id"":""projected-formula-0015603"",""normalized_tex"":""S = \\Setabs{x}{\\cfind{e}(x) \\fdefined}."",""source_column"":1,""source_file"":""content/computability/computability-theory/equiv-ce-defs.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":284,""source_line"":36}]",PENDING_FINAL_PAGINATION,S = \Setabs{x}{\cfind{e}(x) \fdefined}.,97534450d125b49029d041cb9927b590bf5af409b9e7c3467d5f37a4813a8b9d,2d7f8f400398753aa45515df77d7a3ff39d32e3af8bc805450ed077efa1d3562
OLAB-EN-A11Y-NOTATION-002,cmp:thy,read,parts/cmp/chapters/thy/read.html,340,projected-formula-0015659,expr-f4520b4c474518ab,content/computability/computability-theory/equiv-ce-defs.tex,92,1,1,formula-id-exact,"[{""chapter_key"":null,""formula_id"":""projected-formula-0015659"",""normalized_tex"":""S = \\Setabs{y}{\\text{for some $x$, } f(x) = y}."",""source_column"":1,""source_file"":""content/computability/computability-theory/equiv-ce-defs.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":340,""source_line"":92}]",PENDING_FINAL_PAGINATION,"S = \Setabs{y}{\text{for some $x$, } f(x) = y}.",2aa203aaf7ed131a2a40bf8006db53de69959ee69db3a368898b2ea73aa5e573,aece9d669354c7ac94afe4d34886cd3cef2bd226f7866c47bd1804675a5d1ec3
OLAB-EN-A11Y-NOTATION-002,cmp:thy,read,parts/cmp/chapters/thy/read.html,355,projected-formula-0015674,expr-6bf7cbf3c883ca8a,content/computability/computability-theory/equiv-ce-defs.tex,110,1,1,formula-id-exact,"[{""chapter_key"":null,""formula_id"":""projected-formula-0015674"",""normalized_tex"":""S = \\Setabs{x}{\\cfind{e}(x) \\fdefined}."",""source_column"":1,""source_file"":""content/computability/computability-theory/equiv-ce-defs.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":355,""source_line"":110}]",PENDING_FINAL_PAGINATION,S = \Setabs{x}{\cfind{e}(x) \fdefined}.,fb79ab72833d78c7fdefae2d65ac120172da4230f131424d1d6506092774c913,417e616ed5c2050b356a4db1cbe43dbf09a63df15a381c16d8020f96ecea690e
OLAB-EN-A11Y-NOTATION-002,cmp:thy,read,parts/cmp/chapters/thy/read.html,371,projected-formula-0015690,expr-40092fb12ce7d2b9,content/computability/computability-theory/equiv-ce-defs.tex,132,1,1,formula-id-exact,"[{""chapter_key"":null,""formula_id"":""projected-formula-0015690"",""normalized_tex"":""W_e = \\Setabs{x}{\\cfind{e}(x) \\fdefined}."",""source_column"":1,""source_file"":""content/computability/computability-theory/equiv-ce-defs.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":371,""source_line"":132}]",PENDING_FINAL_PAGINATION,W_e = \Setabs{x}{\cfind{e}(x) \fdefined}.,b155b6aa35eb45ed59441df3144314bac05e12eba06483263eb84b474e5746d4,32cc5e98eb554fb897921e3879eb9f55bf653e70995206fbd321cfcb652a3c4a
OLAB-EN-A11Y-NOTATION-002,cmp:thy,read,parts/cmp/chapters/thy/read.html,377,projected-formula-0015696,expr-a5ec8edf5fd5218f,content/computability/computability-theory/equiv-ce-defs.tex,144,1,1,formula-id-exact,"[{""chapter_key"":null,""formula_id"":""projected-formula-0015696"",""normalized_tex"":""S = \\Setabs{ x }{ \\lexists[y][R(x,y)] }."",""source_column"":1,""source_file"":""content/computability/computability-theory/equiv-ce-defs.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":377,""source_line"":144}]",PENDING_FINAL_PAGINATION,"S = \Setabs{ x }{ \lexists[y][R(x,y)] }.",109b87c0d2ed07d7fab81251e8989de18f8a133cc403e7a6e0220cf458dbb123,a552b6efb1db8d0d1e9093caa0f1adff384a847370f9f50221d078fc57763b02
OLAB-EN-A11Y-NOTATION-002,cmp:thy,read,parts/cmp/chapters/thy/read.html,383,projected-formula-0015702,expr-ee02dc8e71f7a0d0,content/computability/computability-theory/equiv-ce-defs.tex,153,1,1,formula-id-exact,"[{""chapter_key"":null,""formula_id"":""projected-formula-0015702"",""normalized_tex"":""S = \\Setabs{ x }{ \\lexists[y][T(e, x, y)] }."",""source_column"":1,""source_file"":""content/computability/computability-theory/equiv-ce-defs.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":383,""source_line"":153}]",PENDING_FINAL_PAGINATION,"S = \Setabs{ x }{ \lexists[y][T(e, x, y)] }.",f5aaf58dbdb045e3e46257bfeb29a88fd3aa6bd443b41b960856988412c02f6c,96673174bc6d01b54c32c6e976c44d83fdc334f151ee108dc3958cda7612205f
OLAB-EN-A11Y-NOTATION-002,cmp:thy,read,parts/cmp/chapters/thy/read.html,384,projected-formula-0015703,expr-f9b69eb01778ee91,content/computability/computability-theory/equiv-ce-defs.tex,156,35,1,formula-id-exact,"[{""chapter_key"":null,""formula_id"":""projected-formula-0015703"",""normalized_tex"":""S = \\Setabs{ x }{ \\lexists[y][R(x, y)] }"",""source_column"":35,""source_file"":""content/computability/computability-theory/equiv-ce-defs.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":384,""source_line"":156}]",PENDING_FINAL_PAGINATION,"S = \Setabs{ x }{ \lexists[y][R(x, y)] }",457fae5c0f014bd90e907d36ad81aa9ca487129897b9c237efef5bd2f764ca21,924a0bbcc2d6e0c85a53869ddbed3d08a8f1a8ced26dacaf00e72fa210970c1c
OLAB-EN-A11Y-NOTATION-002,cmp:thy,read,parts/cmp/chapters/thy/read.html,391,projected-formula-0015710,expr-80759daa1178b685,content/computability/computability-theory/non-comp-set.tex,17,22,1,formula-id-exact,"[{""chapter_key"":null,""formula_id"":""projected-formula-0015710"",""normalized_tex"":""\\Setabs{\\tuple{e, x}}{\\cfind{e}(x) \\fdefined}"",""source_column"":22,""source_file"":""content/computability/computability-theory/non-comp-set.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":391,""source_line"":17}]",PENDING_FINAL_PAGINATION,"\Setabs{\tuple{e, x}}{\cfind{e}(x) \fdefined}",9474d89892b65f9a2308ed8282dfdcf66b5a0b6c5a4a09acb33355e725c08799,61c956311d2b35fb12c1bad9457e2bd93f270c6e206ae8c3810e49a7b262acae
OLAB-EN-A11Y-NOTATION-002,cmp:thy,read,parts/cmp/chapters/thy/read.html,409,projected-formula-0015728,expr-bfae91d5dd7c336c,content/computability/computability-theory/non-comp-set.tex,39,16,1,formula-id-exact,"[{""chapter_key"":null,""formula_id"":""projected-formula-0015728"",""normalized_tex"":""K = \\Setabs{e}{\\cfind{e}(e) \\fdefined}"",""source_column"":16,""source_file"":""content/computability/computability-theory/non-comp-set.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":409,""source_line"":39}]",PENDING_FINAL_PAGINATION,K = \Setabs{e}{\cfind{e}(e) \fdefined},95f14faab31adb6925197fa0f9a5676807cc9185f1f5792aee202191afdfd246,b0fb425412b754e164209bfe57744df44cb646695a29c0dfed113201f9c82149
OLAB-EN-A11Y-NOTATION-002,cmp:thy,read,parts/cmp/chapters/thy/read.html,410,projected-formula-0015729,expr-bfae91d5dd7c336c,content/computability/computability-theory/non-comp-set.tex,43,22,1,formula-id-exact,"[{""chapter_key"":null,""formula_id"":""projected-formula-0015729"",""normalized_tex"":""K = \\Setabs{e}{\\cfind{e}(e) \\fdefined}"",""source_column"":22,""source_file"":""content/computability/computability-theory/non-comp-set.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":410,""source_line"":43}]",PENDING_FINAL_PAGINATION,K = \Setabs{e}{\cfind{e}(e) \fdefined},bbbcdb3ea095e8ef5eb3759fd38c3ee596413019ede981fdc496e899e0111f11,d99c5a7af78965f448fe99542043c16eaf33055a3390d5a815ea24c0c0e43c5f
OLAB-EN-A11Y-NOTATION-002,cmp:thy,read,parts/cmp/chapters/thy/read.html,540,projected-formula-0015859,expr-d5485e111b51d4c8,content/computability/computability-theory/reducibility.tex,33,1,1,formula-id-exact,"[{""chapter_key"":null,""formula_id"":""projected-formula-0015859"",""normalized_tex"":""K = \\Setabs{x}{\\cfind{x}(x) \\fdefined},"",""source_column"":1,""source_file"":""content/computability/computability-theory/reducibility.tex"",""source_ledger"":""data/cmp-thy-semantic/semantic_occurrences.jsonl"",""source_ledger_line"":540,""source_line"":33}]",PENDING_FINAL_PAGINATION,"K = \Setabs{x}{\cfind{x}(x) \fdefined},",388fb09d7d093cd3576dc214f8fb48a3af80702f76758e15e303ed49185205d3,682bf2df4d1897e4e29b958a797650f65d1864c116bc1a02d33767e967ce628c
