expression_id	physical_unique_source_occurrences	canonical_projected_occurrences	normalized_tex
expr-0392a7f58dc6f6ba	18	18	\Obj 0
expr-043a718774c572bd	214	211	s
expr-05ed70c9ac00f1f2	2	2	\lambd[x][s]
expr-071176c2ecd1d441	2	2	\sqrt{2}^2 = 2
expr-074378e6f960b402	1	1	\lnot \lnot !A \lif !A
expr-077e6ee303b5fa83	1	1	\mSat{M}{(!A \lif !B)}[w]
expr-0a8b1ea54e5be60e	5	5	!A^N
expr-0bed48cb576984fd	1	1	\Obj{R}_{st}(0) & = s \\ \Obj{R}_{st}(x+1) & = t(x, R_{st}(x)),
expr-0bfe935e70c321c7	47	46	u
expr-0f32ae3487ab888f	1	1	\Gamma \cup \Delta \Proves !A
expr-122181bf4dbc6fc4	1	1	T_\tau
expr-148de9c5a7a44d19	170	169	p
expr-1581d72466c85316	3	3	x_k
expr-162f1d040398ccb3	1	1	\lforall[x][\lnot (\Atom{\Obj{German}}{x} \land \Atom{\Obj{French}}{x})]
expr-19581e27de7ced00	8	8	9
expr-2160509ff364e743	108	108	\Struct M
expr-233478f0880b5b93	1	1	& \Box (!A \lif !B) \lif (\Box !A \lif \Box !B)\\ & \Box !A \lif !A \\ & \Box !A \lif \Box \Box !A \intertext{as well as a rule, ``from $!A$ conclude $\Box !A$.'' $\Log{S5}$ adds the following axiom:} & \Diamond !A \lif \Box \Diamond !A
expr-2336e7fb467f4721	1	1	f(x+1) = \Assign{\prime}{M}(f(x))
expr-23fac266c08cc34b	12	12	\Obj p_i
expr-240381337f804e9f	68	104	!A \lif !B
expr-240e72e002c918ce	5	5	\sigma \to \tau
expr-252f10c83610ebca	404	398	f
expr-27c6915250a4736d	1	1	\lnot \lexists[A][(\lexists[x][A(x)] \land \lexists[y][\lnot A(y)] \land \lforall[w][\lforall[z][((\Atom{A}{w} \land \lnot \Atom{A}{z}) \lif \lnot \Atom{R}{w,z})]])].
expr-28a1475f37b0a34e	1	1	\lforall[x][(x + \Obj 0) = x]
expr-2affe4bb223283d3	1	1	\lforall[x][\lexists![y][R(x,y)]]
expr-2b029b1e58a6db16	2	2	p_2(s)
