expression_id	physical_unique_source_occurrences	canonical_projected_occurrences	normalized_tex
expr-001a19c11f75144e	2	2	\Gamma \cup \{ \lexists[x][!S], \Subst{!S}{c}{x} \}
expr-0274d950e7848a1a	1	1	\Delta_0 \subseteq \Sigma(P)
expr-03569cbd604e9e67	57	76	\Gamma^*
expr-047b13fc58fbe4a8	1	1	!S \in \Gamma^* \cap \Delta^*
expr-08edb68f6224f961	1	1	\Delta_0 \cup \Delta_1 \Entails \Atom{P}{c_1, \dots, c_n} \to \Atom{P'}{c_1, \dots, c_n}.
expr-0aacc059180baf84	1	1	!D(P) \Entails \Atom{P}{c_1,\dots, c_n} \liff !C(c_1, \dots, c_n)
expr-0b7c6b7fbef95a24	1	1	\Delta \Entails \lnot !C
expr-0c7b840d8c01f194	6	6	!A_2
expr-0dce7dbe422ec083	4	4	\Lang{L} \cup \{P\}
expr-0e171722a1e9b2a6	3	3	\Subst{!S}{c}{x}
expr-0e5677e25a3f86bf	2	2	\Domain{M_2}
expr-0eed798fb1fc6702	2	2	\Entails !A \lif !C
expr-0f64fbd2c1ebffd8	1	1	\Lang{L}_0 = \Lang{L}_1 \cap \Lang{L}_2
expr-0fa568f0fe9c7bfb	1	1	!C(x_1, \dots, x_n)
expr-0fa9e2b8532f543c	2	2	\Delta \Entails \lnot \Subst{!C}{c}{x}
expr-108d48ae1446aed4	3	4	!A_n \notin \Gamma^*
expr-13bcf9d25c75255b	3	3	!G
expr-13e7feb26825d836	1	1	\Expan{M}{R} \models !A(P')
expr-13e89f87f3852cb4	1	1	\Assign{P}{M} = \Assign{P}{M'_2}
expr-14e731fdbeefbc7d	1	1	\Struct{M} \Entails \Gamma^* \cup \Delta^*
expr-1a97e063166f2cca	8	8	\Struct{M_2}
expr-1aa3c91aedbf373f	1	1	(\{ !A \}, \{\lnot!B\})
expr-1b16b1df538ba12d	467	478	n
expr-1c9b8b8575386603	2	2	\Entails !A \lif !B
expr-1e7a89cb5b8f4616	1	1	\Gamma_0 \cup \{!A_0 \}
expr-1eda360ce9cb345d	1	1	!C' \in \Lang{L}'_0
expr-20e66ff551014a2f	1	1	\Delta_0 = \{\lnot !B \}
expr-215f134cf6909e24	10	10	\Delta^*
expr-239d028c4a3c2539	2	2	\Entails !C \lif !B
expr-247854112dc50082	2	2	\Lang{L}_2
expr-25c5ad037040251f	19	22	\Gamma_n
expr-272d7ff70b2d7fe0	1	1	\Gamma_{n+2}
expr-27a5391036f32374	2	2	\Gamma \cup \{\lexists[x][!S] \}
expr-28644efbda936225	2	2	\Lang{L}_1
expr-28aca943bd52677b	1	1	!D(P) \land \Atom{P}{c_1, \dots, c_n} & \Entails !C(c_1,\dots, c_n); \\ !C(c_1,\dots, c_n) & \Entails !D(P') \to \Atom{P'}{c_1, \dots, c_n}.
expr-2a07931c2f2237d4	1	1	\Sigma(P) \cup \Sigma(P') \Entails \Atom{P}{c_1, \dots, c_n} \to \Atom{P'}{c_1, \dots, c_n}.
expr-2c8af962d37db1a4	1	1	\Gamma \Entails \Subst{!C}{c}{x}
expr-2ceb4df5993cba2b	7	7	c_1
expr-2e7779fa7fff3abd	2	2	!S
expr-2e7d2c03a9507ae2	73	71	c
expr-2e895f588d875820	1	1	\Delta_1 \subseteq \Sigma(P')
expr-2ee6ad177415fab3	1	1	\Gamma &\Entails \lforall[x][!C], & \Delta & \Entails \lnot \lforall[x][!C],
expr-303621d6e6c22393	1	1	\lforall[x][\eq[x][x]]
expr-30d443ceda587baa	2	2	\Assign{c}{M'_2}
expr-31067f14cdc5b4c8	1	1	R, R' \subseteq \Domain{M}^n
expr-314f6a0adf231dd2	1	1	\lforall[x][!C] \Entails \lnot \delta
expr-3166cb335d8409db	1	1	\Lang{L_1} \cup \Lang{L_2}
expr-333210158dc356a8	2	2	!S \in \Delta^*
expr-33a9c96304bcc292	64	65	\Domain{M}
expr-341d96cde465b372	4	4	!B_2
expr-35a23a05b1bc4ac4	1	1	\Atom{P}{c} \in \Gamma^*
expr-35e8d6d071910243	1	1	\Gamma_0 = \{ !A\}
expr-37cf6f6941a312ec	2	2	\lexists[x][\eq/[x][x]]
expr-3c4ef0aacdfa379b	2	2	\Struct{M'_1}
expr-3e3f9c59f893e011	1	1	\Gamma^* \Entails !C \lor !C'
expr-42b8f19ae63d24a4	233	251	\Struct{M}
expr-43dfdbdb9cb8bc3b	2	2	\Gamma_n \cup \{!A_n \}
expr-44db13dc997ac3df	1	1	\Delta_n \cup \{!B_n \}
expr-4680167a13b280c9	2	2	\lnot !A_n \notin \Gamma^*
expr-4feaf0824cc8e0d1	4	5	\Entails
expr-5122ebf2b92e77cd	1	1	\Lang{L'_2}
expr-53358d3684015ca0	1	1	!S \in \Lang{L}'_0
expr-542de1299c1c558f	16	16	\Delta_n
expr-544b476f8c48fbca	1	1	!D(P) \Entails !C(c_1,\dots,c_n) \to \Atom{P}{c_1,\dots, c_n}.
expr-546cbd12711c496e	1	1	\lnot !S
expr-56b59a3b3dc11eaf	4	4	!H
expr-56e1d8bfc92b701f	1	1	\lexists[x][\eq[x][x]]
expr-57885e4c75965b23	626	824	\Gamma
expr-57abccf01eabb639	1	1	\Delta^* \Entails \lnot (!C \lor !C')
expr-5b10fb7c290580b2	1	1	\Assign{c}{M'_1}
expr-5b4c88e71079274c	1	1	\Lang{L}'_i
expr-5b8624d70153d3c4	5	5	\Lang{L}_0
expr-5bce60d5f6942daa	1	1	\Delta_{n+1} = \Delta_n
expr-5c62e091b8c0565f	122	122	P
expr-5d833cad49f2955f	1	1	\Assign{P}{M} = h(\Assign{P}{M'_2})
expr-5db1396fb436c233	2	2	!A(P) \in \Delta_0
expr-5dfbd756c46dbc42	8	8	\Sigma(P)
expr-60d7cf1347fb4435	9	9	\Gamma_{n+1}
expr-6123ac58b6e14266	1	1	!D(P) \land !D(P') \Entails \Atom{P}{c_1, \dots, c_n} \to P'c_1\dots c_n
expr-61b3edad3729be2c	1	1	!D(P) \land \Atom{P}{c_1, \dots, c_n} \Entails !D(P') \to \Atom{P'}{c_1, \dots, c_n}.
expr-62511d849178db51	1	1	\Gamma \cup \{\lexists[x]{!S} \}
expr-629aa69969abe1a6	1	1	\Assign{c}{M'_2} \in \Assign{P}{M'_2}
expr-6522c38f18f307d2	1	1	!G & \Entails \Subst{!C}{c}{x}, & !H \Entails \lnot \Subst{!C}{c}{x}.
expr-664c820acc32e976	1	1	\Gamma_{n+2} = \Gamma_{n+1}
expr-66518191eef3ad4b	1	1	\Lang{L'_1}
expr-685882f568014334	2	2	\lnot !S \in \Delta^*
expr-68a9d5a8339e4038	10	10	c_n
expr-6958b9a10bedb6aa	1	1	\Lang{L}_1\setminus \Lang{L}_2
expr-6c8c2c93f58c11b6	1	1	\Delta_{n+1} = \Delta_n \cup \{ !B_n \}
expr-6cc3244c90c44fc3	1	1	\Struct{M}'_1
expr-6d3e71d59fbc82fa	1	1	!C(c_1,\dots, c_n) \Entails !D(P) \lif \Atom{P}{c_1,\dots, c_n}
expr-6db82c1ae3dfffcd	8	12	\Gamma_1
expr-6ee19720d8dbb733	1	1	\Obj c_n
expr-6fa8ad66df91da35	1	1	\Gamma^* & = \bigcup_{n\ge 0} \Gamma_n, & \Delta^* & = \bigcup_{n\ge 0} \Delta_n.
expr-709f0a876ec85b60	1	1	!B_0
expr-711da4487eab6c9d	1	1	\Gamma^* & \Entails \lnot !A_n \lif !C', & \Delta^* & \Entails \lnot !C'.
expr-72598d8dfc13c062	1	1	\Lang{L}_1 \cup \Lang{L}_2
expr-72c5d23296a8aebe	1	1	!D(P) \Entails \Atom{P}{c_1,\dots, c_n} \lif !C(c_1,\dots, c_n)
expr-73388c7793dd5e4a	11	11	\Lang{L}'_0
expr-73a89757c45513db	1	1	!G \Entails \lforall[x][!C]
expr-74f4567a6896230a	41	41	\eq
expr-759c5ca2330e85a3	1	1	!C \in \Lang{L}_0
expr-77ac0e65fe407ce2	1	1	!H \Entails \lnot \lforall[x][!C]
expr-7825f4cdc674003a	1	1	\Struct{M}'_2
expr-7c2b221a08fd9b8a	1	1	!A(P')
expr-7ce66658ceef4b93	9	9	\Delta_{n+1}
expr-7ec45e005d0457b4	2	3	\{!A\}
expr-7fe8f5b6ca65e351	1	1	\Gamma \cup \{ \lexists[x][!S], \Subst{!S}{c}{x}\}
expr-80ecc36f09f13315	1	1	\Gamma \cup \{ \lexists[x][!S] \} \Entails \lexists[x][!C]
expr-81f7770b99d6eec5	1	1	\Delta_0 \Entails \lnot \Subst{!C}{c}{x}
expr-8238c028f61fc0f7	1065	1252	!A
expr-828542219795165c	1	1	\Gamma \cup \{ \lexists[x][!S] \}
expr-84d7c29eb5648796	6	6	\Struct{M_1}
expr-88362ce26b39d504	1	1	\Struct{M} \Entails !A
expr-89e985f401484800	4	4	n \ge 0
expr-8c2574892063f995	201	196	R
expr-917e8bf49341ec3d	1	1	\Sigma(P) \cup \Sigma(P') \Entails \lforall[x_1][\dots \lforall[x_n][(\Atom{P}{x_1,\dots, x_n} \liff \Atom{P'}{x_1,\dots, x_n})]],
expr-928897204ff28dd5	4	5	!A_0
expr-94a6192be68a7ac8	1	1	\Lang{L'_1} \setminus \Lang{L'_0}
expr-98d3fc36183a7f75	1	1	\Expan{M}{R'}
expr-992accb9917efeb5	109	125	!C
expr-998278b07685d0a1	1	1	\Subst{!C}{c}{x} \Entails \lnot !H
expr-9b905117a7806eb1	1	1	\Gamma_{n+2} = \Gamma_{n+1} \cup \{!A_{n+1} \}
expr-9cf84a0c53dba2ac	1	1	!A(P)
expr-a1e4410c78364e4a	1	1	!C(c_1,\dots, c_n)
expr-a5f4dfe32de9c4d1	1	1	\Gamma \cup \{ \lexists[x][!S], \Subst{!S}{c}{x}\} \Entails \Subst{!C}{c}{x},
expr-a77be5a141a58923	1	1	\Lang{L} \cup\{P\}
expr-a846c5710dca59ee	1	1	\Sigma(P')
expr-a892743da3ce8bbc	2	2	\Sigma(P) \Entails \lforall[x_1][\dots \lforall[x_n][(\Atom{P}{x_1,\dots, x_n} \liff !C(x_1, \dots, x_n))]].
expr-a9ef8213a93bbe82	1	1	\Expan{M}{R} \Entails !A(P)
expr-ab0b708e2ca6abd6	1	1	!C \Entails !B
expr-ab8d36bc9d2de750	1	1	\Gamma_0 \cup \{ \lexists[x][!S]\}
expr-abba59a575669755	1	1	\Expan{M}{R'} \Entails \Sigma(P')
expr-ae6f502e1eafd390	12	12	!B_n
expr-b06799d3205fa44d	15	15	\Delta_0
expr-b25379fd92056130	1	1	\Lang{L'_1} \supseteq \Lang{L'_0}
expr-b46f9e863d42ecfa	1	1	!D(P')
expr-b49e670e962d30ee	1	1	!C \in \Lang{L}'_0
expr-b50bb8940da5b931	64	65	\Lang{L}
expr-b773400b008f9c78	1	1	\doteq
expr-b87d4eb57a760ccb	1	1	\lnot !S \in \Gamma^* \cap \Delta^*
expr-b8dfe1e701bddfac	1	1	\tuple{\Assign{c_1}{M'_2}, \dots, \Assign{c_n}{M'_2}} \in \Assign{P}{M}
expr-b9e79fc74f573b50	1	1	\lnot !B \Entails \lnot !C
expr-bc01d7e3764c9cce	1	1	\Atom{P}{c} \in \Delta^*
expr-bd3f4f640d755b0b	1	1	\Gamma^* & \Entails !A_n \lif !C, & \Delta^* & \Entails \lnot !C.
expr-c1236573ab255758	1	1	!A_{n+1}
expr-c2b5594256fabaa3	1	1	\Sigma(P) \Entails \lforall[x_1][\dots\lforall[x_n][(\Atom{P}{x_1,\dots, x_n} \liff !C(x_1,\dots, x_n))]].
expr-c341f9d132df036d	1	1	\tuple{\Assign{c_1}{M'_1}, \dots, \Assign{c_n}{M'_1}} \in \Assign{P}{M'_1}
expr-c4b5a2287c0f17d1	2	2	!A(P') \in \Delta_1
expr-c71a6d86e873873b	3	3	\Gamma^* \cap \Delta^*
expr-c7fe53a7c2946e41	1	1	\Gamma, \lexists[x][!S] \Entails \lforall[x][(!S \lif !C)]
expr-c816d7c71265104d	1	1	\Delta \Entails \lnot \lexists[x][!C]
expr-c8be90574903424c	1	1	\Gamma_1 = \Gamma_0 \cup \{ \lexists[x][!S], \Subst{!S}{c}{x} \}
expr-cb17518185968142	1	1	\Assign{P}{M} = \Assign{P}{M'_2} = h(\Assign{P}{M'_1})
expr-cc4ee341a5f51da0	1	1	\Gamma_0 \cup \{ \lexists[x][!S], \Subst{!S}{c}{x} \}
expr-ccf32749a1e0e16a	3	2	\Gamma \Entails !C
expr-cd0427565e6fd84b	1	1	h(\Assign{c}{M'_1}) = \Assign{c}{M'_2}
expr-cd0f9930e1aa91eb	1	1	\Lang{L}'_1
expr-cdf53e5660319e99	1	1	\Gamma_1 = \Gamma_0
expr-cec4b8919e5f12a5	13	13	P'
expr-cef3e6639fe132be	21	21	\Struct{M'}
expr-cfbd0091a9784ecd	1	1	!A \Entails !C
expr-d03543adcda36df1	28	43	\Gamma_0
expr-d036e88f0ce1f4e0	1	1	i \in \{0, 1, 2 \}
expr-d055ee4dbcdd0c8b	392	469	!B
expr-d205eb9f5d5c3a61	1	1	h \colon M_1 \to M_2
expr-d26d9fce5b9364d6	1	1	\Struct{M'_2}
expr-d38f17a246dadfed	1	1	\lnot \formula{C}
expr-d67a5630c02c8ad5	1	1	\Sigma(P) & \Entails & \lforall[x_1][\dots \lforall[x_n] [(\Atom{P}{x_1,\dots, x_n} \liff !C(x_1,\dots,x_n))]]\\ \Sigma(P') & \Entails & \lforall[x_1][\dots \lforall[x_n] [(\Atom{P'}{x_1,\dots, x_n} \liff !C(x_1,\dots,x_n))]]
expr-dc84ba74989c81df	1	1	\Gamma \cup \{\lexists[x][!S], \lnot!C \}
expr-dd76202c4566d4a7	1	1	\Delta_n \cup \{!B_n\}
